exp,video,segment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
09_07_2024,2024-07-09_14_44_00_000,1,51,09_07_2024/2024-07-09_14_44_00_000/1/51.jpg,2,,"[51746, 167]","[[385.0, 337.0], [244.0, 244.0]]","[0.75472695, 0.48730338]","[221.02, 213.58]","[0, 0]","[69407.0, 266.0]","[[387.0, 333.0], [245.0, 245.0]]","[[247.0, 281.0], [19.0, 14.0]]",25956.5,34836.5,217.3,133,133,168.91,167.06,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,52,09_07_2024/2024-07-09_14_44_00_000/1/52.jpg,2,,"[51744, 167]","[[385.0, 337.0], [244.0, 244.0]]","[0.7547541, 0.48738346]","[221.02, 213.58]","[0, 0]","[69407.0, 266.0]","[[387.0, 333.0], [245.0, 245.0]]","[[247.0, 281.0], [19.0, 14.0]]",25955.5,34836.5,217.3,133,133,168.91,167.06,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,53,09_07_2024/2024-07-09_14_44_00_000/1/53.jpg,5,,"[677, 171, 126, 40396, 72]","[[522.0, 507.0], [205.0, 336.0], [217.0, 237.0], [396.0, 339.0], [257.0, 270.0]]","[0.8485616, 0.5726601, 0.55040914, 0.45673355, 0.3795581]","[221.55, 202.92, 217.02, 218.46, 210.93]","[0, 0, 0, 0, 0]","[1150.0, 272.0, 144.0, 58080.0, 80.0]","[[522.0, 508.0], [205.0, 337.0], [218.0, 237.0], [388.0, 345.0], [258.0, 270.0]]","[[25.0, 46.0], [16.0, 17.0], [16.0, 9.0], [240.0, 242.0], [10.0, 8.0]]",8288.4,11945.2,214.176,61.4,61.4,212.09,210.67,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,54,09_07_2024/2024-07-09_14_44_00_000/1/54.jpg,7,,"[744, 164, 14209, 182, 294, 116, 540]","[[538.0, 549.0], [205.0, 240.0], [351.0, 351.0], [195.0, 349.0], [434.0, 371.0], [258.0, 245.0], [471.0, 456.0]]","[0.8607863, 0.6155361, 0.516595, 0.5086883, 0.42606422, 0.3608373, 0.32417828]","[216.89, 205.04, 216.09, 196.33, 227.8, 200.41, 214.46]","[0, 0, 0, 0, 0, 0, 0]","[1176.0, 224.0, 21980.0, 266.0, 325.0, 160.0, 605.0]","[[538.0, 551.0], [206.0, 241.0], [352.0, 341.0], [195.0, 350.0], [434.0, 372.0], [259.0, 245.0], [471.0, 458.0]]","[[24.0, 49.0], [16.0, 14.0], [140.0, 157.0], [14.0, 19.0], [13.0, 25.0], [16.0, 10.0], [11.0, 55.0]]",2321.285714,3533.714286,211.0028571,33.42857143,33.42857143,219.94,220.4,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,55,09_07_2024/2024-07-09_14_44_00_000/1/55.jpg,7,,"[744, 164, 14208, 182, 294, 116, 540]","[[538.0, 549.0], [205.0, 240.0], [351.0, 351.0], [195.0, 349.0], [434.0, 371.0], [258.0, 245.0], [471.0, 456.0]]","[0.86078626, 0.61552525, 0.5165113, 0.508674, 0.42607027, 0.3608045, 0.32417846]","[216.89, 205.04, 216.09, 196.33, 227.8, 200.41, 214.46]","[0, 0, 0, 0, 0, 0, 0]","[1176.0, 224.0, 21980.0, 266.0, 325.0, 160.0, 605.0]","[[538.0, 551.0], [206.0, 241.0], [352.0, 341.0], [195.0, 350.0], [434.0, 372.0], [259.0, 245.0], [471.0, 458.0]]","[[24.0, 49.0], [16.0, 14.0], [140.0, 157.0], [14.0, 19.0], [13.0, 25.0], [16.0, 10.0], [11.0, 55.0]]",2321.142857,3533.714286,211.0028571,33.42857143,33.42857143,219.94,220.4,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,56,09_07_2024/2024-07-09_14_44_00_000/1/56.jpg,10,,"[191, 726, 1133, 256, 252, 1781, 126, 342, 131, 131]","[[186.0, 265.0], [460.0, 357.0], [332.0, 375.0], [559.0, 629.0], [443.0, 423.0], [329.0, 366.0], [237.0, 260.0], [395.0, 439.0], [298.0, 379.0], [255.0, 384.0]]","[0.6814917, 0.6063464, 0.55307275, 0.5431182, 0.48625654, 0.38344666, 0.37493652, 0.36667013, 0.35223785, 0.32250875]","[182.64, 226.47, 202.37, 193.82, 214.88, 200.69, 186.83, 201.97, 200.66, 194.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[288.0, 784.0, 1377.0, 288.0, 279.0, 2343.0, 180.0, 450.0, 154.0, 209.0]","[[186.0, 266.0], [461.0, 358.0], [331.0, 379.0], [560.0, 628.0], [443.0, 423.0], [329.0, 370.0], [237.0, 261.0], [396.0, 441.0], [298.0, 381.0], [255.0, 386.0]]","[[12.0, 24.0], [16.0, 49.0], [27.0, 51.0], [12.0, 24.0], [9.0, 31.0], [33.0, 71.0], [12.0, 15.0], [15.0, 30.0], [7.0, 22.0], [11.0, 19.0]]",506.9,635.2,200.513,15.4,15.4,183.67,183.66,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,57,09_07_2024/2024-07-09_14_44_00_000/1/57.jpg,10,,"[191, 726, 1133, 256, 252, 1781, 126, 342, 131, 131]","[[186.0, 265.0], [460.0, 357.0], [332.0, 375.0], [559.0, 629.0], [443.0, 423.0], [329.0, 366.0], [237.0, 260.0], [395.0, 439.0], [298.0, 379.0], [255.0, 384.0]]","[0.68148875, 0.6063466, 0.553079, 0.5431182, 0.48625678, 0.3834525, 0.3750125, 0.36666968, 0.3522441, 0.32250354]","[182.64, 226.47, 202.37, 193.82, 214.88, 200.69, 186.83, 201.97, 200.66, 194.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[288.0, 784.0, 1377.0, 288.0, 279.0, 2343.0, 180.0, 450.0, 154.0, 209.0]","[[186.0, 266.0], [461.0, 358.0], [331.0, 379.0], [560.0, 628.0], [443.0, 423.0], [329.0, 370.0], [237.0, 261.0], [396.0, 441.0], [298.0, 381.0], [255.0, 386.0]]","[[12.0, 24.0], [16.0, 49.0], [27.0, 51.0], [12.0, 24.0], [9.0, 31.0], [33.0, 71.0], [12.0, 15.0], [15.0, 30.0], [7.0, 22.0], [11.0, 19.0]]",506.9,635.2,200.513,15.4,15.4,183.67,183.66,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,58,09_07_2024/2024-07-09_14_44_00_000/1/58.jpg,10,,"[191, 726, 1133, 256, 252, 1781, 126, 342, 131, 131]","[[186.0, 265.0], [460.0, 357.0], [332.0, 375.0], [559.0, 629.0], [443.0, 423.0], [329.0, 366.0], [237.0, 260.0], [395.0, 439.0], [298.0, 379.0], [255.0, 384.0]]","[0.6811488, 0.60634655, 0.5530448, 0.54311806, 0.48625654, 0.38345176, 0.37419587, 0.36666995, 0.35222816, 0.3225004]","[182.64, 226.47, 202.37, 193.82, 214.88, 200.69, 186.83, 201.97, 200.66, 194.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[288.0, 784.0, 1377.0, 288.0, 279.0, 2343.0, 180.0, 450.0, 154.0, 209.0]","[[186.0, 266.0], [461.0, 358.0], [331.0, 379.0], [560.0, 628.0], [443.0, 423.0], [329.0, 370.0], [237.0, 261.0], [396.0, 441.0], [298.0, 381.0], [255.0, 386.0]]","[[12.0, 24.0], [16.0, 49.0], [27.0, 51.0], [12.0, 24.0], [9.0, 31.0], [33.0, 71.0], [12.0, 15.0], [15.0, 30.0], [7.0, 22.0], [11.0, 19.0]]",506.9,635.2,200.513,15.4,15.4,183.67,183.66,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,59,09_07_2024/2024-07-09_14_44_00_000/1/59.jpg,5,,"[1028, 187, 1356, 676, 194]","[[452.0, 451.0], [172.0, 304.0], [326.0, 353.0], [551.0, 364.0], [404.0, 321.0]]","[0.7245375, 0.6885331, 0.62626874, 0.48193452, 0.3382093]","[217.67, 161.44, 194.69, 198.17, 197.84]","[0, 0, 0, 0, 0]","[1344.0, 250.0, 2112.0, 988.0, 203.0]","[[453.0, 454.0], [172.0, 305.0], [328.0, 351.0], [552.0, 367.0], [404.0, 322.0]]","[[21.0, 64.0], [10.0, 25.0], [48.0, 44.0], [19.0, 52.0], [7.0, 29.0]]",688.2,979.4,193.962,21,21,198.69,199.35,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,60,09_07_2024/2024-07-09_14_44_00_000/1/60.jpg,4,,"[622, 938, 191, 170]","[[447.0, 492.0], [323.0, 366.0], [168.0, 323.0], [282.0, 443.0]]","[0.7505391, 0.6928196, 0.352919, 0.30566752]","[216.04, 201.06, 165.41, 185.24]","[0, 0, 0, 0]","[832.0, 1521.0, 225.0, 208.0]","[[448.0, 494.0], [326.0, 370.0], [168.0, 324.0], [282.0, 444.0]]","[[16.0, 52.0], [39.0, 39.0], [9.0, 25.0], [8.0, 26.0]]",480.25,696.5,191.9375,18,18,181.45,181.84,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,61,09_07_2024/2024-07-09_14_44_00_000/1/61.jpg,4,,"[622, 939, 191, 170]","[[447.0, 492.0], [323.0, 366.0], [168.0, 323.0], [282.0, 443.0]]","[0.75069493, 0.6903083, 0.35329822, 0.30609643]","[216.04, 201.06, 165.41, 185.24]","[0, 0, 0, 0]","[832.0, 1521.0, 225.0, 208.0]","[[447.0, 494.0], [326.0, 370.0], [168.0, 324.0], [282.0, 444.0]]","[[16.0, 52.0], [39.0, 39.0], [9.0, 25.0], [8.0, 26.0]]",480.5,696.5,191.9375,18,18,181.45,181.42,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,62,09_07_2024/2024-07-09_14_44_00_000/1/62.jpg,2,,"[391, 2719]","[[432.0, 565.0], [335.0, 368.0]]","[0.7334327, 0.47524378]","[195.1, 206.54]","[0, 0]","[555.0, 3510.0]","[[432.0, 566.0], [334.0, 373.0]]","[[15.0, 37.0], [54.0, 65.0]]",1555,2032.5,200.82,34.5,34.5,219.59,216.46,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,63,09_07_2024/2024-07-09_14_44_00_000/1/63.jpg,2,,"[391, 2719]","[[432.0, 565.0], [335.0, 368.0]]","[0.7334327, 0.47524378]","[195.1, 206.54]","[0, 0]","[555.0, 3510.0]","[[432.0, 566.0], [334.0, 373.0]]","[[15.0, 37.0], [54.0, 65.0]]",1555,2032.5,200.82,34.5,34.5,219.59,216.46,1,1,0
09_07_2024,2024-07-09_14_44_00_000,1,64,09_07_2024/2024-07-09_14_44_00_000/1/64.jpg,2,,"[7470, 4812]","[[329.0, 365.0], [340.0, 367.0]]","[0.5208221, 0.46092525]","[208.93, 211.27]","[0, 0]","[10716.0, 6480.0]","[[323.0, 369.0], [339.0, 372.0]]","[[114.0, 94.0], [72.0, 90.0]]",6141,8598,210.1,93,93,11.18,16.28,0,1,0
09_07_2024,2024-07-09_14_44_00_000,1,65,09_07_2024/2024-07-09_14_44_00_000/1/65.jpg,2,,"[7470, 4812]","[[329.0, 365.0], [340.0, 367.0]]","[0.52083516, 0.46091273]","[208.93, 211.27]","[0, 0]","[10716.0, 6480.0]","[[323.0, 369.0], [339.0, 372.0]]","[[114.0, 94.0], [72.0, 90.0]]",6141,8598,210.1,93,93,11.18,16.28,0,1,0
09_07_2024,2024-07-09_14_44_00_000,1,66,09_07_2024/2024-07-09_14_44_00_000/1/66.jpg,2,,"[7471, 4812]","[[329.0, 365.0], [340.0, 367.0]]","[0.52083224, 0.4609015]","[208.93, 211.27]","[0, 0]","[10716.0, 6480.0]","[[323.0, 369.0], [339.0, 372.0]]","[[114.0, 94.0], [72.0, 90.0]]",6141.5,8598,210.1,93,93,11.18,16.28,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,67,09_07_2024/2024-07-09_14_44_00_000/1/67.jpg,4,,"[8724, 151, 12069, 94]","[[334.0, 366.0], [289.0, 494.0], [325.0, 368.0], [248.0, 498.0]]","[0.57045746, 0.4288793, 0.34188423, 0.3075635]","[209.88, 205.23, 207.4, 183.18]","[0, 0, 0, 0]","[10640.0, 156.0, 16456.0, 120.0]","[[338.0, 366.0], [289.0, 494.0], [325.0, 368.0], [249.0, 499.0]]","[[95.0, 112.0], [12.0, 13.0], [136.0, 121.0], [10.0, 12.0]]",5259.5,6843,201.4225,63.25,63.25,104.3,105.51,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,68,09_07_2024/2024-07-09_14_44_00_000/1/68.jpg,2,,"[1805, 87]","[[326.0, 361.0], [503.0, 398.0]]","[0.34170488, 0.30988526]","[189.54, 201.78]","[0, 0]","[2482.0, 156.0]","[[326.0, 363.0], [503.0, 399.0]]","[[34.0, 73.0], [12.0, 13.0]]",946,1319,195.66,23,23,180.83,180.62,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,69,09_07_2024/2024-07-09_14_44_00_000/1/69.jpg,2,,"[1804, 87]","[[326.0, 362.0], [503.0, 398.0]]","[0.34086663, 0.30688804]","[189.55, 201.78]","[0, 0]","[2482.0, 156.0]","[[326.0, 363.0], [503.0, 399.0]]","[[34.0, 73.0], [12.0, 13.0]]",945.5,1319,195.665,23,23,180.62,180.62,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,70,09_07_2024/2024-07-09_14_44_00_000/1/70.jpg,2,,"[1865, 87]","[[327.0, 362.0], [503.0, 398.0]]","[0.3250929, 0.31852818]","[189.46, 201.78]","[0, 0]","[2475.0, 156.0]","[[326.0, 364.0], [503.0, 399.0]]","[[33.0, 75.0], [12.0, 13.0]]",976,1315.5,195.62,22.5,22.5,179.64,180.43,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,71,09_07_2024/2024-07-09_14_44_00_000/1/71.jpg,1,,[1925],"[[336.0, 376.0]]",[0.55097336],[199.59],[0],[2916.0],"[[337.0, 376.0]]","[[54.0, 54.0]]",1925,2916,199.59,54,54,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,72,09_07_2024/2024-07-09_14_44_00_000/1/72.jpg,2,,"[4772, 6951]","[[347.0, 372.0], [354.0, 369.0]]","[0.68565726, 0.35079738]","[213.86, 212.42]","[0, 0]","[6075.0, 9405.0]","[[346.0, 377.0], [355.0, 372.0]]","[[75.0, 81.0], [99.0, 95.0]]",5861.5,7740,213.14,87,87,7.62,10.3,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,73,09_07_2024/2024-07-09_14_44_00_000/1/73.jpg,2,,"[4775, 6950]","[[348.0, 372.0], [354.0, 369.0]]","[0.686204, 0.35783964]","[213.87, 212.42]","[0, 0]","[6000.0, 9405.0]","[[346.0, 377.0], [355.0, 372.0]]","[[75.0, 80.0], [99.0, 95.0]]",5862.5,7702.5,213.145,87,87,6.71,10.3,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,74,09_07_2024/2024-07-09_14_44_00_000/1/74.jpg,1,,[2893],"[[341.0, 378.0]]",[0.8046629],[210.48],[0],[4104.0],"[[340.0, 383.0]]","[[57.0, 72.0]]",2893,4104,210.48,57,57,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,75,09_07_2024/2024-07-09_14_44_00_000/1/75.jpg,1,,[2926],"[[342.0, 378.0]]",[0.7969681],[210.54],[0],[4118.0],"[[340.0, 383.0]]","[[58.0, 71.0]]",2926,4118,210.54,58,58,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,76,09_07_2024/2024-07-09_14_44_00_000/1/76.jpg,1,,[2965],"[[342.0, 378.0]]",[0.7917778],[210.48],[0],[4118.0],"[[340.0, 383.0]]","[[58.0, 71.0]]",2965,4118,210.48,58,58,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,77,09_07_2024/2024-07-09_14_44_00_000/1/77.jpg,1,,[1955],"[[335.0, 380.0]]",[0.85048246],[207.97],[0],[2772.0],"[[334.0, 384.0]]","[[42.0, 66.0]]",1955,2772,207.97,42,42,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,78,09_07_2024/2024-07-09_14_44_00_000/1/78.jpg,2,,"[1786, 88]","[[334.0, 377.0], [291.0, 477.0]]","[0.7093359, 0.31339464]","[207.81, 184.02]","[0, 0]","[2379.0, 100.0]","[[332.0, 382.0], [291.0, 478.0]]","[[39.0, 61.0], [10.0, 10.0]]",937,1239.5,195.915,24.5,24.5,108.85,104.39,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,79,09_07_2024/2024-07-09_14_44_00_000/1/79.jpg,2,,"[1786, 88]","[[334.0, 377.0], [291.0, 477.0]]","[0.7093364, 0.31327438]","[207.81, 184.02]","[0, 0]","[2379.0, 100.0]","[[332.0, 382.0], [291.0, 478.0]]","[[39.0, 61.0], [10.0, 10.0]]",937,1239.5,195.915,24.5,24.5,108.85,104.39,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,80,09_07_2024/2024-07-09_14_44_00_000/1/80.jpg,3,,"[112, 827, 4094]","[[291.0, 480.0], [328.0, 375.0], [351.0, 361.0]]","[0.5322443, 0.5137335, 0.32973847]","[193.55, 210.73, 207.67]","[0, 0, 0]","[110.0, 1120.0, 6216.0]","[[291.0, 480.0], [328.0, 377.0], [352.0, 362.0]]","[[10.0, 11.0], [32.0, 35.0], [84.0, 74.0]]",1677.666667,2482,203.9833333,42,42,90.51,90.19,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,81,09_07_2024/2024-07-09_14_44_00_000/1/81.jpg,3,,"[112, 827, 4094]","[[291.0, 480.0], [328.0, 375.0], [351.0, 361.0]]","[0.5322443, 0.5137335, 0.32973847]","[193.55, 210.73, 207.67]","[0, 0, 0]","[110.0, 1120.0, 6216.0]","[[291.0, 480.0], [328.0, 377.0], [352.0, 362.0]]","[[10.0, 11.0], [32.0, 35.0], [84.0, 74.0]]",1677.666667,2482,203.9833333,42,42,90.51,90.19,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,82,09_07_2024/2024-07-09_14_44_00_000/1/82.jpg,3,,"[112, 827, 4094]","[[291.0, 480.0], [328.0, 375.0], [351.0, 361.0]]","[0.5322447, 0.51373553, 0.32973582]","[193.55, 210.73, 207.67]","[0, 0, 0]","[110.0, 1120.0, 6216.0]","[[291.0, 480.0], [328.0, 377.0], [352.0, 362.0]]","[[10.0, 11.0], [32.0, 35.0], [84.0, 74.0]]",1677.666667,2482,203.9833333,42,42,90.51,90.19,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,83,09_07_2024/2024-07-09_14_44_00_000/1/83.jpg,2,,"[376, 101]","[[338.0, 358.0], [290.0, 480.0]]","[0.6080246, 0.53360283]","[209.69, 191.69]","[0, 0]","[442.0, 110.0]","[[338.0, 359.0], [291.0, 480.0]]","[[26.0, 17.0], [10.0, 11.0]]",238.5,276,200.69,18,18,131.1,129.81,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,84,09_07_2024/2024-07-09_14_44_00_000/1/84.jpg,3,,"[1056, 326, 82]","[[343.0, 362.0], [379.0, 348.0], [292.0, 479.0]]","[0.63916683, 0.56703645, 0.4805834]","[207.16, 213.15, 194.74]","[0, 0, 0]","[1598.0, 493.0, 90.0]","[[340.0, 367.0], [380.0, 349.0], [292.0, 480.0]]","[[34.0, 47.0], [17.0, 29.0], [9.0, 10.0]]",488,727,205.0166667,20,20,107.84,108.15,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,85,09_07_2024/2024-07-09_14_44_00_000/1/85.jpg,3,,"[1056, 326, 82]","[[343.0, 362.0], [379.0, 348.0], [292.0, 479.0]]","[0.63916683, 0.56703645, 0.4805834]","[207.16, 213.15, 194.74]","[0, 0, 0]","[1598.0, 493.0, 90.0]","[[340.0, 367.0], [380.0, 349.0], [292.0, 480.0]]","[[34.0, 47.0], [17.0, 29.0], [9.0, 10.0]]",488,727,205.0166667,20,20,107.84,108.15,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,86,09_07_2024/2024-07-09_14_44_00_000/1/86.jpg,2,,"[5538, 84]","[[354.0, 363.0], [292.0, 478.0]]","[0.7003512, 0.3744016]","[215.23, 192.56]","[0, 0]","[7533.0, 99.0]","[[355.0, 367.0], [293.0, 478.0]]","[[81.0, 93.0], [11.0, 9.0]]",2811,3816,203.895,46,46,130.65,127.14,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,87,09_07_2024/2024-07-09_14_44_00_000/1/87.jpg,2,,"[5538, 84]","[[354.0, 363.0], [292.0, 478.0]]","[0.7003512, 0.3744016]","[215.23, 192.56]","[0, 0]","[7533.0, 99.0]","[[355.0, 367.0], [293.0, 478.0]]","[[81.0, 93.0], [11.0, 9.0]]",2811,3816,203.895,46,46,130.65,127.14,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,88,09_07_2024/2024-07-09_14_44_00_000/1/88.jpg,1,,[5797],"[[355.0, 369.0]]",[0.7525833],[215.53],[0],[7857.0],"[[357.0, 371.0]]","[[81.0, 97.0]]",5797,7857,215.53,81,81,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,89,09_07_2024/2024-07-09_14_44_00_000/1/89.jpg,1,,[5797],"[[355.0, 369.0]]",[0.75258476],[215.53],[0],[7857.0],"[[357.0, 371.0]]","[[81.0, 97.0]]",5797,7857,215.53,81,81,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,90,09_07_2024/2024-07-09_14_44_00_000/1/90.jpg,1,,[4728],"[[362.0, 361.0]]",[0.6340978],[216.67],[0],[6688.0],"[[361.0, 361.0]]","[[76.0, 88.0]]",4728,6688,216.67,76,76,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,91,09_07_2024/2024-07-09_14_44_00_000/1/91.jpg,1,,[4728],"[[362.0, 361.0]]",[0.6341006],[216.67],[0],[6688.0],"[[361.0, 361.0]]","[[76.0, 88.0]]",4728,6688,216.67,76,76,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,92,09_07_2024/2024-07-09_14_44_00_000/1/92.jpg,2,,"[1267, 74]","[[349.0, 355.0], [292.0, 480.0]]","[0.8392161, 0.39564925]","[209.82, 192.1]","[0, 0]","[1860.0, 88.0]","[[349.0, 358.0], [292.0, 481.0]]","[[31.0, 60.0], [8.0, 11.0]]",670.5,974,200.96,19.5,19.5,137.38,135.57,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,93,09_07_2024/2024-07-09_14_44_00_000/1/93.jpg,2,,"[1267, 74]","[[349.0, 355.0], [292.0, 480.0]]","[0.8391948, 0.39558107]","[209.82, 192.1]","[0, 0]","[1860.0, 88.0]","[[349.0, 358.0], [292.0, 481.0]]","[[31.0, 60.0], [8.0, 11.0]]",670.5,974,200.96,19.5,19.5,137.38,135.57,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,94,09_07_2024/2024-07-09_14_44_00_000/1/94.jpg,2,,"[1267, 74]","[[349.0, 355.0], [292.0, 480.0]]","[0.8391965, 0.3958404]","[209.82, 192.1]","[0, 0]","[1860.0, 88.0]","[[349.0, 358.0], [292.0, 481.0]]","[[31.0, 60.0], [8.0, 11.0]]",670.5,974,200.96,19.5,19.5,137.38,135.57,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,95,09_07_2024/2024-07-09_14_44_00_000/1/95.jpg,4,,"[65, 75, 3576, 61]","[[292.0, 274.0], [334.0, 358.0], [367.0, 364.0], [322.0, 327.0]]","[0.44298816, 0.3996755, 0.3438162, 0.33607978]","[184.08, 196.95, 188.43, 198.68]","[0, 0, 0, 0]","[80.0, 91.0, 5320.0, 70.0]","[[292.0, 274.0], [334.0, 359.0], [367.0, 364.0], [322.0, 328.0]]","[[8.0, 10.0], [7.0, 13.0], [76.0, 70.0], [7.0, 10.0]]",944.25,1390.25,192.035,24.5,24.5,66.17,66.33,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,96,09_07_2024/2024-07-09_14_44_00_000/1/96.jpg,2,,"[133, 130]","[[323.0, 327.0], [334.0, 360.0]]","[0.70222276, 0.5725361]","[210.46, 208.92]","[0, 0]","[130.0, 140.0]","[[323.0, 327.0], [334.0, 360.0]]","[[10.0, 13.0], [10.0, 14.0]]",131.5,135,209.69,10,10,34.79,34.79,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,97,09_07_2024/2024-07-09_14_44_00_000/1/97.jpg,2,,"[133, 130]","[[323.0, 327.0], [334.0, 360.0]]","[0.7024177, 0.57403666]","[210.46, 208.92]","[0, 0]","[130.0, 140.0]","[[323.0, 327.0], [334.0, 360.0]]","[[10.0, 13.0], [10.0, 14.0]]",131.5,135,209.69,10,10,34.79,34.79,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,98,09_07_2024/2024-07-09_14_44_00_000/1/98.jpg,2,,"[133, 129]","[[323.0, 327.0], [334.0, 360.0]]","[0.70197743, 0.57431185]","[210.46, 209.0]","[0, 0]","[130.0, 140.0]","[[323.0, 327.0], [334.0, 360.0]]","[[10.0, 13.0], [10.0, 14.0]]",131,135,209.73,10,10,34.79,34.79,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,99,09_07_2024/2024-07-09_14_44_00_000/1/99.jpg,1,,[1722],"[[337.0, 366.0]]",[0.6296174],[206.48],[0],[2268.0],"[[338.0, 370.0]]","[[42.0, 54.0]]",1722,2268,206.48,42,42,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,100,09_07_2024/2024-07-09_14_44_00_000/1/100.jpg,1,,[977],"[[332.0, 368.0]]",[0.5982653],[206.44],[0],[1408.0],"[[334.0, 367.0]]","[[32.0, 44.0]]",977,1408,206.44,32,32,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,101,09_07_2024/2024-07-09_14_44_00_000/1/101.jpg,1,,[1009],"[[331.0, 367.0]]",[0.60511327],[206.24],[0],[1452.0],"[[334.0, 367.0]]","[[33.0, 44.0]]",1009,1452,206.24,33,33,0,0,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,102,09_07_2024/2024-07-09_14_44_00_000/1/102.jpg,4,,"[209, 640, 128, 2383]","[[327.0, 323.0], [335.0, 368.0], [372.0, 577.0], [335.0, 352.0]]","[0.4639561, 0.43129435, 0.39530197, 0.31436598]","[190.78, 197.59, 176.43, 194.27]","[0, 0, 0, 0]","[300.0, 1120.0, 140.0, 3772.0]","[[326.0, 323.0], [334.0, 371.0], [372.0, 577.0], [336.0, 350.0]]","[[15.0, 20.0], [32.0, 35.0], [5.0, 28.0], [46.0, 82.0]]",840,1333,189.7675,24.5,24.5,131.67,132.67,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,103,09_07_2024/2024-07-09_14_44_00_000/1/103.jpg,4,,"[209, 638, 127, 2361]","[[327.0, 323.0], [335.0, 368.0], [372.0, 577.0], [335.0, 352.0]]","[0.45659643, 0.43073452, 0.39507207, 0.33188644]","[190.78, 197.57, 176.57, 194.21]","[0, 0, 0, 0]","[300.0, 1120.0, 140.0, 3772.0]","[[326.0, 322.0], [334.0, 371.0], [372.0, 577.0], [336.0, 350.0]]","[[15.0, 20.0], [32.0, 35.0], [5.0, 28.0], [46.0, 82.0]]",833.75,1333,189.7825,24.5,24.5,131.67,133.15,0,0,0
09_07_2024,2024-07-09_14_44_00_000,1,104,09_07_2024/2024-07-09_14_44_00_000/1/104.jpg,2,,"[1747, 140]","[[343.0, 362.0], [373.0, 627.0]]","[0.7966591, 0.39289936]","[207.01, 168.66]","[0, 0]","[2752.0, 144.0]","[[341.0, 362.0], [373.0, 627.0]]","[[43.0, 64.0], [6.0, 24.0]]",943.5,1448,187.835,24.5,24.5,266.69,266.93,0,0,0
